country,ecosystem,activity,activity_type,project_size_filter,project_size_ha,price_type,country_size_ha,country_code,base_size,project_name,total_cost_npv,total_cost,total_weighted_cost_npv,total_weighted_cost,capex_npv,capex,opex_npv,opex,country_abatement_potential,project_abatement_potential,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_npv,total_revenue,total_revenue_npv,credits_issued,monitoring_npv,maintenance_npv,monitoring,maintenance
The Bahamas,Mangrove,Conservation,,Small,4000,Opex breakeven,1338557.816306033,BHS,20000,The Bahamas Mangrove Conservation  Small,13638053,23626840,10.18861705774982,17.65096711713364,1514218,1621367,12123835,22005474,1286844,682539,25,25,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,10305260,18960268,60226,109206,75812,120000,223062,400000,1057153,1750000,33.7405665708724,300723,0,22306197,12123835,546031,402322,0,666000,0
The Bahamas,Mangrove,Conservation,,Small,4000,Market price,1338557.816306033,BHS,20000,The Bahamas Mangrove Conservation  Small,12495585,21524856,9.335110405976776,16.08063225793363,1514218,1621367,10981368,19903489,1286844,682539,23,23,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,9162792,16858283,60226,109206,75812,120000,223062,400000,1057153,1750000,30,-70215,-201612,19833274,10779756,546031,402322,0,666000,0
The Bahamas,Mangrove,Conservation,,Medium,20000,Opex breakeven,1338557.816306033,BHS,20000,The Bahamas Mangrove Conservation  Medium,15244089,26575319,11.38844270624674,19.85369528029719,1514218,1621367,13729871,24953953,1286844,3412693,6,6,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,11670391,21471922,301131,546031,75812,120000,223062,400000,1057153,1750000,7.642031473626679,307132,1,25261085,13729872,2730155,402322,0,666000,0
The Bahamas,Mangrove,Conservation,,Medium,20000,Market price,1338557.816306033,BHS,20000,The Bahamas Mangrove Conservation  Medium,49387659,89394814,36.89617168445756,66.78442493182659,1514218,1621367,47873441,87773447,1286844,3412693,18,18,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,45813961,84291416,301131,546031,75812,120000,223062,400000,1057153,1750000,30,11392925,6025337,99166372,53898778,2730155,402322,0,666000,0
The Bahamas,Mangrove,Conservation,,Large,40000,Opex breakeven,1338557.816306033,BHS,20000,The Bahamas Mangrove Conservation  Large,22073111,38715843,16.49021860028006,28.92354930685223,1891626,2022783,20181485,36693060,1286844,6825387,4,4,70000,70000,786949,833833,153925,160000,429168,463950,111125,125000,296010,320000,44450,50000,0,0,804645,1332000,17154264,31561498,602261,1092062,75812,120000,223062,400000,1321441,2187500,5.616496769097181,438114,2,37131174,20181487,5460310,804645,0,1332000,0
The Bahamas,Mangrove,Conservation,,Large,40000,Market price,1338557.816306033,BHS,20000,The Bahamas Mangrove Conservation  Large,96546769,175737178,72.12745525362246,131.2884478049481,1891626,2022783,94655143,173714394,1286844,6825387,18,18,70000,70000,786949,833833,153925,160000,429168,463950,111125,125000,296010,320000,44450,50000,0,0,804645,1332000,91627922,168582832,602261,1092062,75812,120000,223062,400000,1321441,2187500,30,24618350,13142412,198332744,107797555,5460310,804645,0,1332000,0
The Bahamas,Seagrass,Restoration,Planting,Small,100,Opex breakeven,1338557.816306033,BHS,500,The Bahamas Seagrass Restoration Planting Small,29725897,44842295,22.20740608876606,33.50045433506157,8002797,8920136,21723100,35922159,16322,1892,19639,19639,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,6488580,7298770,1902255,2489963,18464635,31161894,183,303,75812,120000,223062,400000,1057153,1750000,20639.58876535025,738892,0,36661051,21723100,1514,402322,1499933,666000,1823963
The Bahamas,Seagrass,Restoration,Planting,Small,100,Market price,1338557.816306033,BHS,500,The Bahamas Seagrass Restoration Planting Small,11288101,13725696,8.433032075634463,10.2540927502693,8002797,8920136,3285304,4805560,16322,1892,7458,7458,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,6488580,7298770,1902255,2489963,26839,45294,183,303,75812,120000,223062,400000,1057153,1750000,30,-4752273,-3253729,53287,31575,1514,402322,1499933,666000,1823963
The Bahamas,Seagrass,Restoration,Planting,Medium,500,Opex breakeven,1338557.816306033,BHS,500,The Bahamas Seagrass Restoration Planting Medium,94097691,138200542,70.29781594319012,103.2458518537412,33333214,38115215,60764477,100085327,16322,9224,12752,12752,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,31818996,36493848,7757763,9785813,51649805,88028039,882,1476,75812,120000,223062,400000,1057153,1750000,11918.50895751533,3477071,0,103562398,60764477,7379,402322,7355441,666000,9119813
The Bahamas,Seagrass,Restoration,Planting,Medium,500,Market price,1338557.816306033,BHS,500,The Bahamas Seagrass Restoration Planting Medium,42577894,50394078,31.80878216938031,37.64803984266486,33333214,38115215,9244680,12278863,16322,9224,5770,5770,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,31818996,36493848,7757763,9785813,130007,221575,882,1476,75812,120000,223062,400000,1057153,1750000,30,-12018187,-9091730,260676,152950,7379,402322,7355441,666000,9119813
The Bahamas,Seagrass,Restoration,Planting,Large,1000,Opex breakeven,1338557.816306033,BHS,500,The Bahamas Seagrass Restoration Planting Large,168934941,252531925,126.2066822531456,188.6597066811075,62828628,74689063,106106314,177842862,16322,17501,12066,12066,70000,70000,629559,667067,153925,160000,286112,309300,111125,125000,296010,320000,44450,50000,61237447,72987697,14558282,18905625,90190366,156664436,1640,2800,75812,120000,223062,400000,1057153,1750000,11103.949558365,6468239,-2,184311101,106106312,14001,402322,14155960,666000,18239625
The Bahamas,Seagrass,Restoration,Planting,Large,1000,Market price,1338557.816306033,BHS,500,The Bahamas Seagrass Restoration Planting Large,78988247,96290756,59.00996284044035,71.93619493084724,62828628,74689063,16159619,21601692,16322,17501,5642,5642,70000,70000,629559,667067,153925,160000,286112,309300,111125,125000,296010,320000,44450,50000,61237447,72987697,14558282,18905625,243671,423267,1640,2800,75812,120000,223062,400000,1057153,1750000,30,-21103731,-15872947,497961,286672,14001,402322,14155960,666000,18239625
The Bahamas,Seagrass,Conservation,,Small,400,Opex breakeven,1338557.816306033,BHS,2000,The Bahamas Seagrass Conservation  Small,13236873,23616725,9.888906432543417,17.64341047678775,1514218,1621367,11722655,21995358,16371,582,28434,28434,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,9964256,19059265,49,93,75812,120000,223062,400000,1057153,1750000,39207.76639844132,427307,-1,22422665,11722654,466,402322,0,666000,0
The Bahamas,Seagrass,Conservation,,Small,400,Market price,1338557.816306033,BHS,2000,The Bahamas Seagrass Conservation  Small,3280241,4572043,2.450578495781643,3.415648501920741,1514218,1621367,1766023,2950676,16371,582,7046,7046,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,7624,14583,49,93,75812,120000,223062,400000,1057153,1750000,30,-2933519,-1757053,17157,8970,466,402322,0,666000,0
The Bahamas,Seagrass,Conservation,,Medium,2000,Opex breakeven,1338557.816306033,BHS,2000,The Bahamas Seagrass Conservation  Medium,13238189,23619238,9.889889580214716,17.64528787047922,1514218,1621367,11723971,21997871,16371,2910,5687,5687,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,9965375,19061406,247,466,75812,120000,223062,400000,1057153,1750000,7842.433810127269,427312,0,22425183,11723971,2328,402322,0,666000,0
The Bahamas,Seagrass,Conservation,,Medium,2000,Market price,1338557.816306033,BHS,2000,The Bahamas Seagrass Conservation  Medium,3310935,4630749,2.473509145191099,3.459506151762126,1514218,1621367,1796717,3009382,16371,2910,1422,1422,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,38121,72916,247,466,75812,120000,223062,400000,1057153,1750000,30,-2923598,-1751869,85784,44848,2328,402322,0,666000,0
The Bahamas,Seagrass,Conservation,,Large,4000,Opex breakeven,1338557.816306033,BHS,2000,The Bahamas Seagrass Conservation  Large,13239834,23622378,9.89111851480384,17.64763367875268,1514218,1621367,11725616,22001012,16371,5819,2844,2844,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,9966774,19064081,494,931,75812,120000,223062,400000,1057153,1750000,3921.767236588,427318,0,22428330,11725616,4655,402322,0,666000,0
The Bahamas,Seagrass,Conservation,,Large,4000,Market price,1338557.816306033,BHS,2000,The Bahamas Seagrass Conservation  Large,3349303,4704131,2.502172830489267,3.514327840527509,1514218,1621367,1835085,3082764,16371,5819,719,719,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,666000,76242,145833,494,931,75812,120000,223062,400000,1057153,1750000,30,-2911196,-1745389,171568,89696,4655,402322,0,666000,0
The Bahamas,Salt marsh,Restoration,Planting,Small,100,Opex breakeven,1338557.816306033,BHS,500,The Bahamas Salt marsh Restoration Planting Small,23604312,36129952,17.63413706338059,26.99170073931244,5593233,6209704,18011079,29920248,1048,4004,7369,7369,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,4079015,4588337,1345248,1812625,15309417,25836982,387,641,75812,120000,223062,400000,1057153,1750000,8086.229192010562,476201,0,30396449,18011079,3203,402322,942926,666000,1146625
The Bahamas,Salt marsh,Restoration,Hydrology,Small,100,Opex breakeven,1338557.816306033,BHS,500,The Bahamas Salt marsh Restoration Hydrology Small,29252910,44169904,21.85405041429449,32.9981293762073,7815450,8709396,21437460,35460508,1048,6673,5479,5479,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,6301232,7088029,1858947,2437299,18221840,30752141,645,1068,75812,120000,223062,400000,1057153,1750000,5774.719254264369,718482,-1,36178990,21437459,5339,402322,1456625,666000,1771299
The Bahamas,Salt marsh,Restoration,Planting,Small,100,Market price,1338557.816306033,BHS,500,The Bahamas Salt marsh Restoration Planting Small,8351693,10388825,6.239321827015174,7.761207527568471,5593233,6209704,2758460,4179122,1048,4004,2607,2607,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,4079015,4588337,1345248,1812625,56798,95855,387,641,75812,120000,223062,400000,1057153,1750000,30,-4066351,-2691639,112771,66821,3203,402322,942926,666000,1146625
